,Unnamed: 0,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
850,850,127.0451,37.5913,서울특별시,동대문구,KOCCA콘텐츠문화광장,서울 동대문구 회기로 66-0,관광지,문화관광,54,"고려대(종암), 6호선",782.5058598945247,11.731722037399171
851,851,127.0527,37.5672,서울특별시,동대문구,동부시장,서울 동대문구 천호대로 281-0,관광지,쇼핑,55,"답십리, 5호선",50.27894117834413,0.7538072140681278
853,853,127.0318,37.5811,서울특별시,동대문구,선농단역사문화관,서울 동대문구 무학로44길 38-0,관광지,문화관광,58,"제기동, 1호선",430.4506912846931,6.453533602469162
855,855,127.067,37.5617,서울특별시,동대문구,더오페라,서울 동대문구 장한로2길 36-0,관광지,문화관광,61,"장한평, 5호선",211.9878418700889,3.178228513794436
856,856,127.0641,37.5808,서울특별시,동대문구,배봉산근린공원,서울 동대문구 전농로16길 97-0,관광지,문화관광,62,"회기, 중앙선",1120.3405168075972,16.79670939741525
857,857,127.035,37.5862,서울특별시,동대문구,제기시장,서울 동대문구 제기로 19-0,관광지,쇼핑,63,"고려대(종암), 6호선",491.6495407881109,7.371057583030148
858,858,127.0428,37.5905,서울특별시,동대문구,김희수기념수림아트센터,서울 동대문구 홍릉로 118-0,관광지,문화관광,64,"고려대(종암), 6호선",574.4249185388153,8.612067744210124
861,861,127.0476,37.5885,서울특별시,동대문구,청량사,서울 동대문구 제기로31길 10-3,관광지,역사관광,67,"청량리(서울시립대입구), 경원선",861.3847809164288,12.914314556468195
864,864,127.0355,37.5785,서울특별시,동대문구,한솔동의보감,서울 동대문구 왕산로 109-0,관광지,쇼핑,71,"제기동, 1호선",69.40031871689604,1.0404845384841983
866,866,127.0258,37.5791,서울특별시,동대문구,동네극장,서울 동대문구 안암로6길 19-0,관광지,문화관광,77,"신설동, 1호선",354.04961731495763,5.308090214617056
867,867,127.043,37.5948,서울특별시,동대문구,한국경제발전전시관,서울 동대문구 회기로 47-0,관광지,문화관광,79,"고려대(종암), 6호선",759.9147967685358,11.393025438808632
870,870,127.0741,37.5675,서울특별시,동대문구,장평공원,서울 동대문구 장안벚꽃로 77-0,관광지,문화관광,84,"중곡, 7호선",919.7116987404676,13.788781090561734
871,871,127.043,37.5805,서울특별시,동대문구,청량리시장,서울 동대문구 홍릉로 13-0,관광지,쇼핑,85,"청량리(서울시립대입구), 1호선",152.46856123911638,2.285885475848821
873,873,127.0295,37.5784,서울특별시,동대문구,용두시장,서울 동대문구 한빛로 62-1,관광지,쇼핑,87,"제기동, 1호선",477.519440366905,7.159211999503823
874,874,127.0422,37.5853,서울특별시,동대문구,깡통시장,서울 동대문구 경동시장로 50-0,관광지,쇼핑,88,"청량리(서울시립대입구), 1호선",629.4231142654746,9.436628399782228
875,875,127.0748,37.5723,서울특별시,동대문구,리틀비틀/장안점,서울 동대문구 답십리로 309-0,관광지,문화관광,92,"용마산, 7호선",1064.1767887536223,15.954674494057308
877,877,127.0386,37.5803,서울특별시,동대문구,경동민물,서울 동대문구 고산자로 458-0,관광지,쇼핑,95,"제기동, 1호선",408.26473015133695,6.120910497021543
879,879,127.0568,37.567,서울특별시,동대문구,우리끼리 키즈카페 스포츠마을/서울답십리점,서울 동대문구 전농로 24-0,관광지,문화관광,97,"답십리, 5호선",362.95520234599945,5.441607231574205
881,881,127.0586,37.5731,서울특별시,동대문구,답십리시장,서울 동대문구 답십리로51길 4-1,관광지,쇼핑,100,"답십리, 5호선",876.6322742168921,13.14291265692492
882,882,126.9358,37.556,서울특별시,서대문구,현대백화점/신촌점,서울 서대문구 신촌로 83-0,관광지,쇼핑,1,"신촌, 2호선",138.56854784241852,2.077489472899828
883,883,126.9559,37.5745,서울특별시,서대문구,서대문형무소역사관,서울 서대문구 통일로 251-0,관광지,문화관광,2,"독립문, 3호선",163.43773638899373,2.450340875397208
884,884,126.9378,37.5767,서울특별시,서대문구,서대문자연사박물관,서울 서대문구 연희로32길 51-0,관광지,문화관광,3,"무악재, 3호선",1266.3136831413872,18.985212640800405
885,885,126.9402,37.5565,서울특별시,서대문구,CGV/신촌아트레온,서울 서대문구 신촌로 129-0,관광지,문화관광,6,"신촌, 2호선",326.76423676668026,4.899014044477965
886,886,126.9366,37.5567,서울특별시,서대문구,현대백화점 유플렉스/신촌점,서울 서대문구 연세로 13-0,관광지,쇼핑,7,"신촌, 2호선",176.5066217473818,2.6462761881166683
887,887,126.9419,37.5597,서울특별시,서대문구,메가박스/신촌,서울 서대문구 신촌역로 30-0,관광지,문화관광,8,"신촌, 경의중앙선",61.69223759596628,0.9249211033878002
888,888,126.9617,37.5702,서울특별시,서대문구,영천시장,서울 서대문구,관광지,쇼핑,9,"독립문, 3호선",597.6922269273488,8.960902952434013
889,889,126.9478,37.5719,서울특별시,서대문구,봉원사,서울 서대문구 봉원사길 120-0,관광지,역사관광,10,"독립문, 3호선",927.4512846712246,13.90481686163755
893,893,126.949,37.5986,서울특별시,서대문구,포방터시장,서울 서대문구 포방터길 46-0,관광지,쇼핑,14,"홍제, 3호선",1155.7851149036003,17.328112667220392
894,894,126.9369,37.563,서울특별시,서대문구,금호아트홀/연세,서울 서대문구 연세로 50-0,관광지,문화관광,15,"신촌, 경의중앙선",620.351533266962,9.3006226876606
895,895,126.9543,37.576,서울특별시,서대문구,국립대한민국임시정부기념관,서울 서대문구 통일로 279-24,관광지,문화관광,18,"독립문, 3호선",343.40429143519725,5.148490126464727
896,896,126.9542,37.597,서울특별시,서대문구,옥천암,서울 서대문구 홍지문길 1-38,관광지,역사관광,20,"홍제, 3호선",1276.5010361768457,19.137946569368
898,898,126.9275,37.5866,서울특별시,서대문구,백련사,서울 서대문구 백련사길 170-72,관광지,역사관광,26,"새절(신사), 6호선",1325.0113681091875,19.86523790268647
899,899,126.9324,37.5583,서울특별시,서대문구,성룡사,서울 서대문구 신촌로7길 30-0,관광지,역사관광,27,"홍대입구, 경의중앙선",510.4049484065279,7.652248102046895
901,901,126.9482,37.5605,서울특별시,서대문구,자연사박물관,서울 서대문구 이화여대길 52-0,관광지,문화관광,30,"이대, 2호선",460.5876976066437,6.9053627827083
903,903,126.9441,37.5637,서울특별시,서대문구,필름포럼,서울 서대문구 성산로 527-0,관광지,문화관광,33,"신촌, 경의중앙선",459.8800827453212,6.8947538642476935
904,904,126.9402,37.5841,서울특별시,서대문구,꽃그리는아이/서대문점,서울 서대문구 모래내로 411-0,관광지,문화관광,34,"홍제, 3호선",633.503131705676,9.497798076546866
907,907,126.9349,37.5885,서울특별시,서대문구,그랜드힐튼호텔컨벤션홀,서울 서대문구 연희로 353-0,관광지,문화관광,39,"홍제, 3호선",782.9254957126508,11.738013428975274
909,909,126.9554,37.5618,서울특별시,서대문구,북아현아트홀,서울 서대문구 북아현로 51-0,관광지,문화관광,42,"아현, 2호선",498.767981918662,7.47778083836075
910,910,126.9624,37.5613,서울특별시,서대문구,청년예술청,서울 서대문구 경기대로 26-26,관광지,문화관광,44,"충정로(경기대입구), 5호선",126.08402101512378,1.8903151576480328
911,911,126.9228,37.5845,서울특별시,서대문구,헬로방방/남가좌충암점,서울 서대문구 명지대길 103-0,관광지,문화관광,45,"새절(신사), 6호선",1095.6847960912007,16.42705841216193
912,912,126.9337,37.5582,서울특별시,서대문구,아이스스퀘어,서울 서대문구 연세로7길 58-0,관광지,레저스포츠,46,"신촌, 2호선",444.1556113822677,6.659004668399815
914,914,126.9309,37.5651,서울특별시,서대문구,라이카시네마,서울 서대문구 연희로8길 18-0,관광지,문화관광,48,"홍대입구, 경의중앙선",907.8397881464456,13.61079142648344
915,915,126.9444,37.5647,서울특별시,서대문구,김옥길기념관,서울 서대문구 연대동문길 47-6,관광지,문화관광,49,"신촌, 경의중앙선",573.832717454552,8.603189167234662
917,917,126.9305,37.58,서울특별시,서대문구,서대문구립인조잔디구장,서울 서대문구 백련사길 39-0,관광지,문화관광,52,"홍제, 3호선",1542.47498034991,23.125561924286508
919,919,126.9303,37.5684,서울특별시,서대문구,연희정원,서울 서대문구 연희로11라길 10-8,관광지,문화관광,57,"홍대입구, 경의중앙선",1236.1433572908786,18.53288391740448
920,920,126.9301,37.5764,서울특별시,서대문구,아터테인,서울 서대문구 홍연길 63-4,관광지,문화관광,60,"가좌, 경의중앙선",1561.088832691021,23.404630175277678
921,921,126.941,37.5624,서울특별시,서대문구,연세대세브란스병원/은명대강당,서울 서대문구 연세로 50-1,관광지,문화관광,61,"신촌, 경의중앙선",327.91548104745,4.916274078672412
925,925,126.923,37.5769,서울특별시,서대문구,백련상가,서울 서대문구 가재울로6길 53-87,관광지,쇼핑,70,"가좌, 경의중앙선",1145.2265245286826,17.169812961449512
927,927,126.9398,37.5588,서울특별시,서대문구,꾼낚시카페,서울 서대문구 명물길 66-0,관광지,레저스포츠,73,"신촌, 경의중앙선",267.94853748099445,4.017219452488672
932,932,126.9441,37.6009,서울특별시,서대문구,대종교총본사,서울 서대문구 홍은중앙로3길 89-0,관광지,역사관광,80,"녹번, 3호선",736.8339180946231,11.046985278779957
935,935,126.9354,37.5715,서울특별시,서대문구,기지,서울 서대문구 연희로24길 9-2,관광지,문화관광,86,"신촌, 경의중앙선",1452.558675432402,21.77749138579313
936,936,126.9379,37.5586,서울특별시,서대문구,드림합주실/본점,서울 서대문구 명물길 29-8,관광지,문화관광,88,"신촌, 2호선",394.5189042465274,5.914826150622599
937,937,126.935,37.5564,서울특별시,서대문구,몽향라이브홀,서울 서대문구 연세로5다길 10-0,관광지,문화관광,90,"신촌, 2호선",220.90373466947585,3.311900070007133
938,938,126.9254,37.5755,서울특별시,서대문구,청해초,서울 서대문구 모래내로 241-0,관광지,문화관광,91,"가좌, 경의중앙선",1171.3410522492786,17.561335116181088
940,940,126.9159,37.5707,서울특별시,서대문구,모래내시장,서울 서대문구 수색로2길 45-0,관광지,쇼핑,94,"가좌, 경의중앙선",247.8732346930028,3.716240400194944
941,941,126.9376,37.5584,서울특별시,서대문구,드림합주실/연대점,서울 서대문구 명물길 27-7,관광지,문화관광,96,"신촌, 2호선",367.67522432558496,5.512372178794377
942,942,126.9398,37.5579,서울특별시,서대문구,신촌문화발전소,서울 서대문구 연세로2나길 57-0,관광지,문화관광,98,"신촌, 경의중앙선",320.0976378272898,4.7990650348919015
944,944,126.9101,37.5779,서울특별시,서대문구,점프노리/가재울점,서울 서대문구 응암로 54-0,관광지,문화관광,100,"증산(명지대앞), 6호선",664.4841677746166,9.962281375931283
945,945,127.0287,37.6083,서울특별시,성북구,현대백화점/미아점,서울 성북구 동소문로 315-0,관광지,쇼핑,1,"미아사거리, 4호선",566.7903193723332,8.497605987591202
946,946,126.9943,37.5989,서울특별시,성북구,길상사,서울 성북구 선잠로5길 68-0,관광지,역사관광,2,"한성대입구(삼선교), 4호선",1565.740871267322,23.474375881069296
947,947,127.0311,37.6047,서울특별시,성북구,이마트/하월곡점,서울 성북구 종암로 167-0,관광지,쇼핑,3,"길음, 4호선",552.9143131733816,8.289569912644401
948,948,127.0403,37.6017,서울특별시,성북구,홈플러스/월곡점,서울 성북구 화랑로 76-0,관광지,쇼핑,4,"월곡(동덕여대), 6호선",111.02199720696662,1.6644977092498745
949,949,127.0298,37.6108,서울특별시,성북구,이마트/미아점,서울 성북구 도봉로 17-0,관광지,쇼핑,5,"미아사거리, 4호선",277.48555355674085,4.160203201750238
950,950,126.9841,37.5973,서울특별시,성북구,삼청각,서울 성북구 대사관로 3-0,관광지,문화관광,6,"한성대입구(삼선교), 4호선",2186.265832171848,32.7775986832361
951,951,127.0262,37.5935,서울특별시,성북구,고려대아이스링크,서울 성북구 안암로 145-0,관광지,레저스포츠,7,"안암(고대병원앞), 6호선",839.6073058072255,12.587815679268749
952,952,127.017,37.5925,서울특별시,성북구,CGV/성신여대입구,서울 성북구 동소문로 106-0,관광지,문화관광,8,"성신여대입구(돈암), 우이신설선",42.90170457653921,0.6432039666647558
953,953,127.0091,37.6087,서울특별시,성북구,정릉시장,서울 성북구 보국문로11길 18-2,관광지,쇼핑,9,"북한산보국문, 우이신설선",381.6888983163328,5.722472238625678
954,954,127.0283,37.5899,서울특별시,성북구,개운사,서울 성북구 개운사길 73-0,관광지,역사관광,10,"안암(고대병원앞), 6호선",407.4528677714122,6.108738647247559
955,955,127.0379,37.6135,서울특별시,성북구,동방고개,서울 성북구,관광지,자연관광,12,"미아사거리, 4호선",693.2083172375869,10.392928294416595
956,956,127.0061,37.6021,서울특별시,성북구,정릉,서울 성북구 아리랑로19길 116-0,관광지,역사관광,13,"정릉, 우이신설선",654.3901072231329,9.810946135279352
957,957,127.0092,37.5982,서울특별시,성북구,흥천사,서울 성북구 흥천사길 29-0,관광지,역사관광,14,"정릉, 우이신설선",661.1060930259235,9.911635577600054
958,958,127.0159,37.5844,서울특별시,성북구,보문사,서울 성북구 보문사길 20-0,관광지,역사관광,15,"보문, 6호선",319.8738934932005,4.795710547124445
959,959,127.0572,37.6036,서울특별시,성북구,의릉,서울 성북구 화랑로32길 146-37,관광지,역사관광,17,"돌곶이, 6호선",772.9194843198973,11.587998265665624
960,960,126.99,37.6008,서울특별시,성북구,우리옛돌박물관,서울 성북구 대사관로13길 66-0,관광지,문화관광,19,"한성대입구(삼선교), 4호선",1982.0646568433533,29.71611179675192
962,962,126.9968,37.5936,서울특별시,성북구,간송미술관,서울 성북구 성북로 102-11,관광지,문화관광,24,"한성대입구(삼선교), 4호선",1008.9598976940656,15.126835047887038
963,963,127.0139,37.6002,서울특별시,성북구,아리랑시네센터,서울 성북구 아리랑로 82-0,관광지,문화관광,25,"정릉, 우이신설선",328.5588958530788,4.925920477557403
964,964,127.0217,37.6027,서울특별시,성북구,길음시장,서울 성북구 동소문로 227-0,관광지,쇼핑,26,"길음, 4호선",306.3042642913871,4.592267830455579
965,965,127.0569,37.6102,서울특별시,성북구,헬로방방/돌곶이역점,서울 성북구 화랑로 248-0,관광지,문화관광,27,"돌곶이, 6호선",55.8017188985282,0.8366074797380539
966,966,126.9932,37.6,서울특별시,성북구,한국가구박물관,서울 성북구 대사관로 121-0,관광지,문화관광,29,"한성대입구(삼선교), 4호선",1721.4544942284,25.808912956947523
968,968,127.0059,37.6052,서울특별시,성북구,봉국사,서울 성북구 정릉로 202-0,관광지,역사관광,31,"정릉, 우이신설선",700.5445788105782,10.502917223546898
969,969,127.0601,37.6092,서울특별시,성북구,석관시장,서울 성북구 돌곶이로22가길 27-0,관광지,쇼핑,34,"돌곶이, 6호선",356.3263310966579,5.342223854522607
970,970,127.0513,37.6103,서울특별시,성북구,장위전통시장,서울 성북구 화랑로19가길 20-22,관광지,쇼핑,35,"돌곶이, 6호선",453.8050084430756,6.803673290001132
974,974,127.0128,37.6139,서울특별시,성북구,서경대풋살파크,서울 성북구 서경로 118-0,관광지,문화관광,41,"북한산보국문, 우이신설선",449.9763190042948,6.746271649239802
975,975,127.0045,37.6147,서울특별시,성북구,경국사,서울 성북구 보국문로 113-10,관광지,역사관광,42,"북한산보국문, 우이신설선",441.3142255189536,6.616405180194207
976,976,126.9948,37.5948,서울특별시,성북구,성북구립미술관,서울 성북구 성북로 134-0,관광지,문화관광,43,"한성대입구(삼선교), 4호선",1229.9921391331495,18.440661756119184
977,977,127.0223,37.6037,서울특별시,성북구,서울성북미디어문화마루,서울 성북구 길음로7길 20-0,관광지,문화관광,44,"길음, 4호선",245.2641435436821,3.677123591359552
979,979,127.0159,37.5917,서울특별시,성북구,돈암시장,서울 성북구 동소문로18길 18-0,관광지,쇼핑,46,"성신여대입구(돈암), 우이신설선",101.027427948241,1.5146540921775264
981,981,127.0128,37.6026,서울특별시,성북구,아리랑골목시장,서울 성북구 아리랑로19길 10-0,관광지,쇼핑,48,"정릉, 우이신설선",79.17951886993251,1.1870992334322714
982,982,127.0191,37.593,서울특별시,성북구,롤퀸롤러장,서울 성북구 동소문로20나길 47-0,관광지,레저스포츠,49,"성신여대입구(돈암), 우이신설선",235.751272559374,3.5345018374718737
983,983,126.9974,37.6182,서울특별시,성북구,북한산국립공원/정릉탐방안내소,서울 성북구 보국문로 215-0,관광지,기타관광,50,"북한산보국문, 우이신설선",1174.9098173072907,17.614839839689516
984,984,127.0413,37.6045,서울특별시,성북구,탑주심인당,서울 성북구 화랑로13길 17-0,관광지,역사관광,51,"월곡(동덕여대), 6호선",283.8972808910783,4.256331047842253
986,986,126.9907,37.6126,서울특별시,성북구,약수암,서울 성북구 정릉로 45-15,관광지,역사관광,53,"북한산보국문, 우이신설선",1550.7346914123118,23.249395673348
988,988,127.062,37.6097,서울특별시,성북구,돌곶이시장,서울 성북구 한천로73길 26-0,관광지,쇼핑,55,"돌곶이, 6호선",500.41567551141054,7.502483890725795
990,990,126.991,37.6017,서울특별시,성북구,정법사,서울 성북구 대사관로13길 44-0,관광지,역사관광,57,"북한산보국문, 우이신설선",1909.32011116388,28.62548892299669
992,992,127.0039,37.591,서울특별시,성북구,우들,서울 성북구 성북로 34-0,관광지,쇼핑,59,"한성대입구(삼선교), 4호선",348.7405448188446,5.228493925320009
993,993,127.0285,37.6064,서울특별시,성북구,경륜경정/성북지점,서울 성북구 동소문로 300-0,관광지,레저스포츠,62,"길음, 4호선",450.54940890283007,6.754863701691605
994,994,127.0003,37.5929,서울특별시,성북구,최순우옛집,서울 성북구 성북로15길 9-0,관광지,문화관광,63,"한성대입구(삼선교), 4호선",718.6932810859173,10.775011710433542
995,995,127.0214,37.5978,서울특별시,성북구,미아리고개예술극장,서울 성북구 동소문로 177-0,관광지,문화관광,64,"길음, 4호선",700.9539973954327,10.509055433214884
996,996,126.9917,37.5936,서울특별시,성북구,만해한용운심우장,서울 성북구 성북로29길 24-0,관광지,역사관광,65,"한성대입구(삼선교), 4호선",1403.7168602808986,21.045230289068943
997,997,127.0191,37.6087,서울특별시,성북구,노리파크/길음점,서울 성북구 길음로13길 24-0,관광지,문화관광,66,"길음, 4호선",788.3047304787741,11.818661626368426
998,998,126.9953,37.5933,서울특별시,성북구,BB&M,서울 성북구 성북로23길 10-0,관광지,문화관광,67,"한성대입구(삼선교), 4호선",1104.1335339919362,16.55372614680564
999,999,127.008,37.5847,서울특별시,성북구,정각사,서울 성북구 삼선교로10마길 6-12,관광지,역사관광,68,"한성대입구(삼선교), 4호선",445.71010411234647,6.682310406481956
1001,1001,126.991,37.595,서울특별시,성북구,수월암,서울 성북구 성북로 170-0,관광지,역사관광,70,"한성대입구(삼선교), 4호선",1527.8354487866277,22.90607869245319
1002,1002,127.014,37.5918,서울특별시,성북구,공감엠아트센터,서울 성북구 보문로40길 11-0,관광지,문화관광,71,"성신여대입구(돈암), 4호선",233.66048469558856,3.5031556925875345
1003,1003,127.0435,37.6131,서울특별시,성북구,디어마이키즈,서울 성북구 장위로20길 17-7,관광지,문화관광,72,"상월곡(한국과학기술연구원), 6호선",866.5951978639312,12.992431752082926
1004,1004,127.0043,37.6106,서울특별시,성북구,성북구립최만린미술관,서울 성북구 솔샘로7길 23-0,관광지,문화관광,73,"북한산보국문, 우이신설선",385.21126877472193,5.775281390925366
1005,1005,126.9883,37.5945,서울특별시,성북구,제이슨함,서울 성북구 성북로31길 73-0,관광지,문화관광,74,"한성대입구(삼선교), 4호선",1718.9395814743157,25.771208118055707
1006,1006,126.9991,37.5965,서울특별시,성북구,서울성북동별서,서울 성북구 선잠로2길 47-0,관광지,역사관광,77,"한성대입구(삼선교), 4호선",1091.8790256778234,16.370000384974862
1007,1007,126.9894,37.596,서울특별시,성북구,LKATEGallery,서울 성북구 성북로 189-0,관광지,문화관광,78,"한성대입구(삼선교), 4호선",1705.1761465252528,25.564859767994797
1009,1009,127.0046,37.5889,서울특별시,성북구,여행자극장,서울 성북구 성북로5길 9-3,관광지,문화관광,80,"한성대입구(삼선교), 4호선",151.33953581034797,2.268958557876281
1010,1010,127.0216,37.5955,서울특별시,성북구,삼선포교원,서울 성북구 동소문로26마길 40-0,관광지,역사관광,81,"성신여대입구(돈암), 4호선",557.0702683294371,8.351878085898607
1012,1012,126.9852,37.596,서울특별시,성북구,팔정사,서울 성북구 성북로31가길 82-0,관광지,역사관광,83,"한성대입구(삼선교), 4호선",2036.4921930191588,30.532116836868944
1013,1013,126.9886,37.5939,서울특별시,성북구,예향재,서울 성북구 성북로31길 97-0,관광지,문화관광,84,"한성대입구(삼선교), 4호선",1669.348756828874,25.027717493686264
1014,1014,126.9884,37.5946,서울특별시,성북구,바움아트스페이스,서울 성북구 성북로31길 69-0,관광지,문화관광,85,"한성대입구(삼선교), 4호선",1715.1910040959565,25.71500755766052
1015,1015,127.0527,37.6082,서울특별시,성북구,새석관시장,서울 성북구 화랑로 202-0,관광지,쇼핑,86,"돌곶이, 6호선",419.2913453545655,6.286227066785089
1017,1017,127.0507,37.6049,서울특별시,성북구,성북어린이미술관꿈자람,서울 성북구 화랑로18자길 13-0,관광지,문화관광,89,"상월곡(한국과학기술연구원), 6호선",254.79455084357596,3.8200082585243766
1018,1018,126.9982,37.5932,서울특별시,성북구,성북선잠박물관,서울 성북구 성북로 96-0,관광지,문화관광,90,"한성대입구(삼선교), 4호선",882.5146064377161,13.231103544793344
1019,1019,126.9881,37.6096,서울특별시,성북구,여래사,서울 성북구 정릉로 57-57,관광지,역사관광,91,"북한산보국문, 우이신설선",1800.2539731307122,26.99031443974081
1020,1020,127.0592,37.6085,서울특별시,성북구,스카이방방/서울석관점,서울 성북구 돌곶이로 51-0,관광지,문화관광,92,"돌곶이, 6호선",333.0025121949742,4.992541412218504
1021,1021,127.0355,37.6114,서울특별시,성북구,꼬마빌리지,서울 성북구 월계로 52-0,관광지,문화관광,93,"미아사거리, 4호선",524.7769951360209,7.86772106650706
1022,1022,126.9918,37.5964,서울특별시,성북구,칠보사,서울 성북구 성북로28길 66-0,관광지,역사관광,94,"한성대입구(삼선교), 4호선",1548.8952474275036,23.221817802511296
1023,1023,126.9905,37.5945,서울특별시,성북구,리홀뮤직갤러리,서울 성북구 성북로31길 9-0,관광지,문화관광,95,"한성대입구(삼선교), 4호선",1541.900954975314,23.11695584670636
1024,1024,127.0241,37.596,서울특별시,성북구,방생선원/돈암동분원,서울 성북구 북악산로 927-29,관광지,역사관광,96,"성신여대입구(돈암), 4호선",773.8944631018193,11.602615638707936
1026,1026,127.0287,37.5998,서울특별시,성북구,죽림정사,서울 성북구 종암로27길 116-0,관광지,역사관광,100,"길음, 4호선",513.7957920921003,7.703085338712149
1027,1027,126.9282,37.526,서울특별시,영등포구,더현대/서울,서울 영등포구 여의대로 108-0,관광지,쇼핑,1,"여의나루, 5호선",433.0416397966248,6.492378407745498
1028,1028,126.9034,37.5172,서울특별시,영등포구,타임스퀘어,서울 영등포구 영중로 15-0,관광지,쇼핑,2,"영등포, 경부선",418.502870558771,6.274405855453838
1029,1029,126.9282,37.531,서울특별시,영등포구,여의도한강공원,서울 영등포구 여의동로 330-0,관광지,문화관광,3,"여의나루, 5호선",600.1794125772719,8.998192092612772
1030,1030,126.9254,37.5254,서울특별시,영등포구,IFC몰,서울 영등포구 국제금융로 10-0,관광지,쇼핑,4,"여의도, 5호선",415.7883894883605,6.233708987831491
1031,1031,126.8921,37.5276,서울특별시,영등포구,코스트코홀세일/양평점,서울 영등포구 선유로 156-0,관광지,쇼핑,5,"영등포구청, 2호선",450.68368524395737,6.756876840239241
1032,1032,126.9073,37.5157,서울특별시,영등포구,롯데백화점/영등포점,서울 영등포구 경인로 846-0,관광지,쇼핑,6,"영등포, 경부선",36.25011831256163,0.543480034671089
1033,1033,126.9056,37.5171,서울특별시,영등포구,신세계백화점/타임스퀘어점,서울 영등포구 영중로 9-0,관광지,쇼핑,8,"영등포, 경부선",252.0341443057857,3.778622853160205
1034,1034,126.8958,37.5182,서울특별시,영등포구,홈플러스/영등포점,서울 영등포구 당산로 42-0,관광지,쇼핑,9,"문래, 2호선",96.5979859800416,1.4482456668671904
1035,1035,126.8916,37.526,서울특별시,영등포구,롯데마트/양평점,서울 영등포구 선유로 138-0,관광지,쇼핑,10,"영등포구청, 5호선",363.09766522524825,5.443743106825311
1037,1037,126.9265,37.5185,서울특별시,영등포구,이마트/여의도점,서울 영등포구 여의동로3길 10-0,관광지,쇼핑,14,"샛강, 9호선",217.6824905205286,3.2636055550304137
1038,1038,126.8996,37.5437,서울특별시,영등포구,선유도공원,서울 영등포구 선유로 343-0,관광지,문화관광,15,"선유도, 9호선",828.0521870293848,12.41457551768193
1040,1040,126.894,37.517,서울특별시,영등포구,문래근린공원,서울 영등포구,관광지,문화관광,20,"문래, 2호선",123.43839760569064,1.8506506387659765
1041,1041,126.8981,37.5413,서울특별시,영등포구,양화한강공원,서울 영등포구 노들로 221-0,관광지,문화관광,21,"선유도, 9호선",544.067750582354,8.15693778984039
1044,1044,126.9269,37.5207,서울특별시,영등포구,여의도백화점,서울 영등포구 국제금융로6길 33-0,관광지,쇼핑,24,"여의도, 5호선",253.0600383440457,3.7940035733739994
1045,1045,126.9046,37.5277,서울특별시,영등포구,롯데마트맥스/영등포점,서울 영등포구 영중로 125-0,관광지,쇼핑,25,"영등포시장, 5호선",560.4072216608287,8.401907371226816
1046,1046,126.9383,37.5257,서울특별시,영등포구,이랜드크루즈/여의도선착장,서울 영등포구 여의동로 290-0,관광지,기타관광,26,"여의나루, 5호선",501.830281460348,7.523692375717362
1047,1047,126.9397,37.5194,서울특별시,영등포구,아쿠아플라넷63,서울 영등포구 63로 50-0,관광지,문화관광,27,"노량진, 경부선",640.6709715538265,9.605261942336227
1049,1049,126.9175,37.5111,서울특별시,영등포구,대신시장,서울 영등포구 도신로60길 7-0,관광지,쇼핑,30,"신길, 경부선",640.3224505135527,9.600036739333625
1050,1050,126.9009,37.522,서울특별시,영등포구,영등포청과시장,서울 영등포구 영신로 161-0,관광지,쇼핑,31,"영등포시장, 5호선",382.00925104613896,5.72727512812802
1052,1052,126.9115,37.5348,서울특별시,영등포구,서울마리나클럽앤요트,서울 영등포구 여의서로 160-0,관광지,레저스포츠,35,"당산, 2호선",772.0302061348228,11.574665759142771
1053,1053,126.9108,37.5152,서울특별시,영등포구,영등포공원,서울 영등포구 신길로 275-0,관광지,문화관광,37,"영등포, 경부선",282.4505310717822,4.234640645753856
1054,1054,126.8992,37.4911,서울특별시,영등포구,대림중앙시장,서울 영등포구 디지털로37나길 15-0,관광지,쇼핑,39,"대림(구로구청), 7호선",283.5389151424846,4.250958248013262
1055,1055,126.9248,37.5291,서울특별시,영등포구,영산아트홀,서울 영등포구 여의공원로 101-0,관광지,문화관광,41,"국회의사당, 9호선",622.0814762602937,9.326558864472169
1056,1056,126.9,37.5179,서울특별시,영등포구,씨랄라워터파크,서울 영등포구 문래로 164-0,관광지,문화관광,43,"문래, 2호선",463.2530747977468,6.945323460236083
1058,1058,126.8985,37.515,서울특별시,영등포구,헬로밀가루/영등포점,서울 영등포구 경인로 775-0,관광지,문화관광,48,"문래, 2호선",463.9923903914713,6.956407652046046
1059,1059,126.8957,37.5255,서울특별시,영등포구,당산공원,서울 영등포구 당산로27길 12-0,관광지,문화관광,49,"영등포구청, 2호선",83.62581634374423,1.2537603649736766
1060,1060,126.9221,37.5259,서울특별시,영등포구,여의도공원,서울 영등포구 여의공원로 68-0,관광지,문화관광,51,"국회의사당, 9호선",446.5782764131762,6.6953264829561645
1061,1061,126.919,37.5318,서울특별시,영등포구,국회의사당/국회박물관,서울 영등포구 의사당대로 1-0,관광지,문화관광,52,"국회의사당, 9호선",422.003576553608,6.326890203202518
1062,1062,126.8934,37.545,서울특별시,영등포구,이랜드크루즈/양화선착장,서울 영등포구 노들로 111-0,관광지,기타관광,54,"선유도, 9호선",774.7737358224631,11.615798138267811
