,경도,위도,중심시도명,중심시군구명,중심관광지명,주소,중심카테고리 명_대,중심카테고리 명_중,순위,가까운 지하철역,지하철역과의 거리,도보시간
488,126.8288,37.5321,서울특별시,양천구,경인어린이공원,서울 양천구,관광지,문화관광,95,"화곡, 5호선",1467.5281381121151,22.001921111126162
489,126.8759,37.529,서울특별시,양천구,리틀마운틴/행복한백화점목동점,서울 양천구 목동동로 309-0,관광지,문화관광,96,"오목교(목동운동장앞), 5호선",503.91185745429823,7.554900411608669
490,126.865,37.5451,서울특별시,양천구,백석어린이공원,서울 양천구 목동중앙북로8길 76-0,관광지,문화관광,98,"등촌, 9호선",616.9967996346757,9.250326831104582
491,126.8338,37.5394,서울특별시,양천구,송죽어린이공원,서울 양천구,관광지,문화관광,99,"화곡, 5호선",633.6774635628367,9.500411747568766
492,126.8704,37.5435,서울특별시,양천구,아츠베이스,서울 양천구 목동중앙본로 88-1,관광지,레저스포츠,100,"염창, 9호선",551.9988228790703,8.275844420975567
493,126.9179,37.6376,서울특별시,은평구,롯데몰/은평점,서울 은평구 통일로 1050-0,관광지,쇼핑,1,"구파발, 3호선",123.44334848950054,1.850724864910053
494,126.9201,37.6003,서울특별시,은평구,이마트/은평점,서울 은평구 은평로 111-0,관광지,쇼핑,2,"응암, 6호선",441.50379067899826,6.61924723656669
495,126.9466,37.6381,서울특별시,은평구,진관사,서울 은평구 진관길 73-0,관광지,역사관광,3,"구파발, 3호선",2456.3478471472304,36.82680430505592
496,126.9287,37.6098,서울특별시,은평구,NC백화점/불광점,서울 은평구 불광로 20-0,관광지,쇼핑,4,"불광, 3호선",129.4763990550231,1.9411753981262834
497,126.8988,37.5797,서울특별시,은평구,이마트/수색점,서울 은평구 수색로 217-0,관광지,쇼핑,5,"디지털미디어시티, 경의중앙선",286.88691234615027,4.301153108637934
498,126.9179,37.6376,서울특별시,은평구,롯데마트/은평점,서울 은평구 통일로 1050-0,관광지,쇼핑,6,"구파발, 3호선",123.44334848950054,1.850724864910053
499,126.9176,37.5869,서울특별시,은평구,대림시장,서울 은평구 응암로4길 22-0,관광지,쇼핑,7,"새절(신사), 6호선",587.6206788129717,8.809905229579785
500,126.9576,37.6519,서울특별시,은평구,북한산성,서울 은평구,관광지,역사관광,8,"구파발, 3호선",3812.5666547470328,57.15991986127485
501,126.9289,37.6097,서울특별시,은평구,CGV/불광,서울 은평구 불광로 20-0,관광지,문화관광,9,"불광, 3호선",124.74660095514137,1.8702638823859277
502,126.9337,37.6084,서울특별시,은평구,서울혁신파크,서울 은평구 통일로 684-0,관광지,문화관광,10,"불광, 3호선",417.694883739337,6.2622921100350375
503,126.9185,37.5942,서울특별시,은평구,응암시장,서울 은평구 응암로 252-0,관광지,쇼핑,12,"새절(신사), 6호선",547.544079487003,8.209056663973058
504,126.9524,37.6423,서울특별시,은평구,삼천사,서울 은평구 연서로54길 127-0,관광지,역사관광,13,"구파발, 3호선",3026.7496330754398,45.37855521852234
505,126.9383,37.6405,서울특별시,은평구,은평역사한옥박물관,서울 은평구 연서로50길 8-0,관광지,문화관광,14,"구파발, 3호선",1768.5736005530655,26.515346335128417
506,126.9179,37.6376,서울특별시,은평구,롯데시네마/은평,서울 은평구 통일로 1050-0,관광지,문화관광,15,"구파발, 3호선",123.44334848950054,1.850724864910053
507,126.9394,37.6413,서울특별시,은평구,은평한옥마을,서울 은평구,관광지,역사관광,17,"구파발, 3호선",1884.839481976267,28.258462998144932
508,126.9043,37.6158,서울특별시,은평구,수국사,서울 은평구 서오릉로23길 8-5,관광지,역사관광,18,"구산, 6호선",1245.9253387122485,18.679540310528463
509,126.9219,37.6193,서울특별시,은평구,연서시장,서울 은평구 통일로 850-0,관광지,쇼핑,19,"연신내, 3호선",76.50824457466122,1.1470501435481442
510,126.922,37.6187,서울특별시,은평구,범서쇼핑센터,서울 은평구 통일로 842-0,관광지,쇼핑,20,"연신내, 3호선",103.24913238283888,1.5479630042404628
511,126.9264,37.609,서울특별시,은평구,대조시장,서울 은평구 진흥로 153-0,관광지,쇼핑,21,"불광, 6호선",336.0256982794211,5.037866540920856
512,126.9179,37.6375,서울특별시,은평구,볼베어파크/은평점,서울 은평구 통일로 1050-0,관광지,문화관광,23,"구파발, 3호선",115.32261806557067,1.728974783591764
513,126.9496,37.655,서울특별시,은평구,북한산국립공원/북한산성탐방지원센터,서울 은평구 대서문길 45-0,관광지,기타관광,24,"지축, 일산선",3238.3361794641346,48.55076730830786
514,126.9084,37.6145,서울특별시,은평구,구산동마을공원,서울 은평구,관광지,문화관광,28,"구산, 6호선",856.4286928489065,12.840010387539827
515,126.9477,37.6347,서울특별시,은평구,진관사계곡,서울 은평구 진관길 0-0,관광지,자연관광,29,"독바위, 6호선",2219.754576758583,33.27967881197276
516,126.9247,37.6307,서울특별시,은평구,은평구립축구장,서울 은평구 진관1로 46-0,관광지,문화관광,30,"구파발, 3호선",849.7747666354921,12.740251373845458
517,126.9026,37.5845,서울특별시,은평구,은평구생활체육광장,서울 은평구,관광지,문화관광,33,"증산(명지대앞), 6호선",626.0994418126488,9.386798228075694
518,126.9293,37.63,서울특별시,은평구,사비나미술관,서울 은평구 진관1로 93-0,관광지,문화관광,34,"구파발, 3호선",1191.2111326472777,17.859237371023653
519,126.9346,37.6076,서울특별시,은평구,서울기록원,서울 은평구 통일로62길 7-0,관광지,문화관광,35,"불광, 3호선",534.3721132745139,8.011575911162128
520,126.9195,37.6348,서울특별시,은평구,큐리키즈카페/은평뉴타운점,서울 은평구 진관2로 19-0,관광지,문화관광,36,"구파발, 3호선",225.96526924163652,3.387785146051522
521,126.9349,37.6074,서울특별시,은평구,서울기록원,서울 은평구 통일로62길 7-0,관광지,문화관광,37,"불광, 3호선",568.9103557560526,8.529390641020278
522,126.9215,37.6196,서울특별시,은평구,메트로백화점,서울 은평구 통일로 856-0,관광지,쇼핑,41,"연신내, 3호선",57.95826226465101,0.8689394642376463
523,126.9199,37.6155,서울특별시,은평구,대조어린이공원,서울 은평구 연서로22길 9-30,관광지,문화관광,45,"연신내, 6호선",353.8988473608899,5.30582979551559
524,126.8944,37.5821,서울특별시,은평구,수색역광장,서울 은평구 수색로 261-0,관광지,문화관광,47,"수색, 경의중앙선",175.8881577274981,2.6370038639804814
525,126.9547,37.6407,서울특별시,은평구,삼천사계곡,서울 은평구,관광지,자연관광,49,"독바위, 6호선",3123.1279414756655,46.823507368450755
526,126.905,37.5814,서울특별시,은평구,증산종합시장,서울 은평구 증산로3길 12-0,관광지,쇼핑,50,"증산(명지대앞), 6호선",493.81325848140045,7.403497128656678
527,126.9188,37.5941,서울특별시,은평구,신응암시장,서울 은평구,관광지,쇼핑,51,"새절(신사), 6호선",562.0553447482113,8.426616862791773
528,126.9161,37.6133,서울특별시,은평구,역촌중앙시장,서울 은평구 연서로17길 18-6,관광지,쇼핑,54,"구산, 6호선",237.11748587341202,3.5549847957033287
529,126.9138,37.6381,서울특별시,은평구,탑골생태공원,서울 은평구 통일로 1079-26,관광지,문화관광,56,"구파발, 3호선",467.353638823087,7.006801181755427
530,126.9153,37.5965,서울특별시,은평구,불광천벚꽃길,서울 은평구,관광지,기타관광,58,"응암, 6호선",234.9087119735972,3.521869744731592
531,126.9451,37.6505,서울특별시,은평구,백화사,서울 은평구 의상봉길 70-7,관광지,역사관광,59,"지축, 일산선",2760.9838637584617,41.39406092591397
532,126.9213,37.6189,서울특별시,은평구,연신내,서울 은평구,관광지,쇼핑,60,"연신내, 3호선",43.22506050318759,0.6480518816070103
533,126.9007,37.5793,서울특별시,은평구,노리들노리쌤/은평점,서울 은평구 수색로 200-0,관광지,문화관광,62,"디지털미디어시티, 경의중앙선",203.72573086857227,3.0543587836367654
534,126.9279,37.6095,서울특별시,은평구,불광시장,서울 은평구 불광로 12-0,관광지,쇼핑,67,"불광, 6호선",201.32105995391692,3.0183067459357855
535,126.9292,37.6301,서울특별시,은평구,사비나미술관,서울 은평구 진관1로 93-0,관광지,문화관광,68,"구파발, 3호선",1177.3669137406976,17.651677867176875
536,126.9401,37.6112,서울특별시,은평구,북한산생태공원,서울 은평구,관광지,문화관광,70,"불광, 3호선",910.5039502843125,13.650733887321026
537,126.9178,37.6374,서울특별시,은평구,볼베어파크/은평점,서울 은평구 통일로 1050-0,관광지,문화관광,72,"구파발, 3호선",114.54096237269586,1.7172558076865945
538,126.9132,37.6173,서울특별시,은평구,좌월공원,서울 은평구,관광지,문화관광,73,"연신내, 6호선",672.0862947492808,10.076256293092666
539,126.937,37.6275,서울특별시,은평구,선림사,서울 은평구,관광지,역사관광,75,"독바위, 6호선",1063.1833686724842,15.93978063976738
540,126.9375,37.6326,서울특별시,은평구,기자촌1구역근린공원,서울 은평구,관광지,문화관광,76,"독바위, 6호선",1618.6469427882148,24.2675703566449
541,126.9179,37.6443,서울특별시,은평구,금암문화공원,서울 은평구,관광지,문화관광,77,"지축, 일산선",538.9714349831459,8.08053125911763
542,126.9158,37.6147,서울특별시,은평구,길마공원,서울 은평구,관광지,문화관광,78,"구산, 6호선",390.98749054367494,5.8618814174464005
543,126.9343,37.6093,서울특별시,은평구,SeMA창고,서울 은평구 통일로 684-0,관광지,문화관광,80,"불광, 3호선",419.2989125941274,6.286340518652584
544,126.9337,37.6085,서울특별시,은평구,미래청/서울혁신파크,서울 은평구 통일로 684-0,관광지,문화관광,81,"불광, 3호선",411.44582240884966,6.168603034615437
545,126.9387,37.6412,서울특별시,은평구,일루와유달보루,서울 은평구 연서로50길 7-9,관광지,문화관광,82,"구파발, 3호선",1822.3475061196248,27.321551815886426
546,126.9152,37.6402,서울특별시,은평구,흥창사,서울 은평구,관광지,역사관광,84,"구파발, 3호선",497.65673452499317,7.461120457646074
547,126.9111,37.5989,서울특별시,은평구,새락골어린이공원,서울 은평구 은평로3가길 34-0,관광지,문화관광,85,"응암, 6호선",396.71221065871623,5.94770930522813
548,126.9331,37.6233,서울특별시,은평구,북한산둘레길/8구간,서울 은평구,관광지,레저스포츠,87,"독바위, 6호선",537.666749155666,8.06097075195901
549,126.9333,37.5972,서울특별시,은평구,심택사,서울 은평구 은평로20나길 5-23,관광지,역사관광,88,"녹번, 3호선",467.0657135511207,7.002484461036293
550,126.9325,37.6187,서울특별시,은평구,다문화박물관,서울 은평구 불광로 135-0,관광지,문화관광,89,"독바위, 6호선",54.13958282246276,0.8116878983877476
551,126.9289,37.6097,서울특별시,은평구,팜스퀘어,서울 은평구 불광로 20-0,관광지,쇼핑,90,"불광, 3호선",124.74660095514137,1.8702638823859277
552,126.9334,37.6084,서울특별시,은평구,아트업서울/혁신파크,서울 은평구 통일로 684-0,관광지,문화관광,91,"불광, 3호선",396.258859747637,5.940912439994558
553,126.9422,37.6409,서울특별시,은평구,한문화체험관,서울 은평구 진관길 34-0,관광지,문화관광,92,"구파발, 3호선",2113.934526384905,31.693171310118515
554,126.9254,37.6351,서울특별시,은평구,금성당,서울 은평구 진관2로 57-23,관광지,역사관광,95,"구파발, 3호선",609.3230834301231,9.135278612145774
555,126.9173,37.5954,서울특별시,은평구,참다래공원,서울 은평구,관광지,문화관광,96,"응암, 6호선",386.8963842971493,5.800545491711384
556,126.9154,37.6401,서울특별시,은평구,흥창사,서울 은평구 통일로 1093-0,관광지,역사관광,97,"구파발, 3호선",477.855621611102,7.164252198067496
557,126.9203,37.6169,서울특별시,은평구,잉어킹낚시카페/연신내점,서울 은평구 연서로26길 8-0,관광지,레저스포츠,99,"연신내, 6호선",194.8020873347048,2.9205710245083174
558,126.9417,37.6412,서울특별시,은평구,북한산둘레길/9구간,서울 은평구,관광지,레저스포츠,100,"구파발, 3호선",2078.5119779026486,31.16209861923011
559,127.0902,37.5969,서울특별시,중랑구,코스트코홀세일/상봉점,서울 중랑구 망우로 336-0,관광지,쇼핑,1,"망우, 중앙선",330.58133661824877,4.956241928309576
560,127.0936,37.5965,서울특별시,중랑구,이마트/상봉점,서울 중랑구 상봉로 118-0,관광지,쇼핑,2,"망우, 중앙선",369.9906961252452,5.5470868984294635
561,127.0819,37.5805,서울특별시,중랑구,홈플러스/면목점,서울 중랑구 사가정로 332-0,관광지,쇼핑,3,"사가정, 7호선",582.6792750394819,8.735821214984735
562,127.0903,37.5979,서울특별시,중랑구,홈플러스/서울상봉점,서울 중랑구 망우로 353-0,관광지,쇼핑,4,"망우, 중앙선",231.78977325675183,3.4751090443291126
563,127.0937,37.6158,서울특별시,중랑구,홈플러스/신내점,서울 중랑구 신내로 201-0,관광지,쇼핑,5,"봉화산(서울의료원), 6호선",261.3245425741206,3.917909184019799
564,127.0775,37.6137,서울특별시,중랑구,이마트/묵동점,서울 중랑구 동일로 932-0,관광지,쇼핑,6,"먹골, 7호선",340.53971734574617,5.105542988691846
565,127.0923,37.5974,서울특별시,중랑구,CGV/상봉,서울 중랑구 상봉로 131-0,관광지,문화관광,7,"망우, 중앙선",241.1113207373374,3.6148623798701256
566,127.076,37.6151,서울특별시,중랑구,롯데시네마/중랑,서울 중랑구 동일로 951-0,관광지,문화관광,8,"태릉입구, 6호선",272.347153859203,4.083165725025532
567,127.0902,37.5736,서울특별시,중랑구,용마폭포공원,서울 중랑구 용마산로 250-12,관광지,문화관광,9,"용마산, 7호선",306.8441359044707,4.600361857638242
568,127.0982,37.5971,서울특별시,중랑구,우림시장,서울 중랑구 망우로62길 52-4,관광지,쇼핑,10,"망우, 중앙선",618.5325315809275,9.27335129806488
569,127.0746,37.5932,서울특별시,중랑구,메가박스/상봉,서울 중랑구 망우로30길 3-0,관광지,문화관광,11,"중랑, 중앙선",232.8973561877742,3.491714485573826
570,127.0898,37.5898,서울특별시,중랑구,동원시장,서울 중랑구 면목로74길 45-0,관광지,쇼핑,12,"면목, 7호선",243.97075237484208,3.6577324194129246
571,127.0771,37.5929,서울특별시,중랑구,중랑동부시장,서울 중랑구 중랑천로10길 57-0,관광지,쇼핑,13,"중랑, 중앙선",240.13987470419204,3.600297971577092
572,127.0776,37.5992,서울특별시,중랑구,태릉시장,서울 중랑구 동일로129길 35-0,관광지,쇼핑,14,"중화, 7호선",399.27983318721607,5.986204395610436
573,127.0857,37.5788,서울특별시,중랑구,면목시장,서울 중랑구 면목로37길 5-0,관광지,쇼핑,16,"사가정, 7호선",337.9759677416251,5.067105963142804
574,127.073,37.6151,서울특별시,중랑구,서울장미공원,서울 중랑구,관광지,문화관광,20,"태릉입구, 6호선",291.8281212722798,4.375234201983205
575,127.0727,37.6057,서울특별시,중랑구,서울장미축제,서울 중랑구,관광지,문화관광,22,"신이문, 경원선",638.3451440550352,9.570391964843106
576,127.1112,37.6049,서울특별시,중랑구,중랑캠핑숲,서울 중랑구 송림길 160-0,관광지,문화관광,24,"양원, 중앙선",346.4593881699722,5.1942936757117275
577,127.1016,37.5965,서울특별시,중랑구,삼룡사,서울 중랑구 용마산로112나길 41-0,관광지,역사관광,25,"망우, 중앙선",920.3276884407312,13.798016318451742
578,127.0901,37.5744,서울특별시,중랑구,용마폭포공원축구장,서울 중랑구 용마산로 250-12,관광지,문화관광,28,"용마산, 7호선",309.4631019474864,4.6396267158543685
579,127.0775,37.605,서울특별시,중랑구,제일프라자,서울 중랑구 동일로143길 19-0,관광지,쇼핑,30,"중화, 7호선",313.8588977333891,4.7055307006505105
580,127.1109,37.6104,서울특별시,중랑구,신내차량기지/축구장,서울 중랑구 용마산로136길 33-0,관광지,문화관광,31,"양원, 중앙선",498.13885240334406,7.468348611744289
581,127.0955,37.5798,서울특별시,중랑구,사가정공원,서울 중랑구,관광지,문화관광,32,"사가정, 7호선",632.0305310550912,9.47572010577348
582,127.0848,37.5724,서울특별시,중랑구,중랑 실내놀이터,서울 중랑구 용마산로 209-0,관광지,문화관광,33,"용마산, 7호선",219.39333579516676,3.28925540922289
583,127.0833,37.5737,서울특별시,중랑구,서울특별시교육청과학전시관/동부분관,서울 중랑구 면목로23길 20-0,관광지,문화관광,34,"용마산, 7호선",302.793160308475,4.539627590831709
584,127.0915,37.5984,서울특별시,중랑구,중랑아트센터,서울 중랑구 망우로 353-0,관광지,문화관광,37,"망우, 중앙선",132.64912316008517,1.9887424761631958
585,127.0987,37.5964,서울특별시,중랑구,용마프라자,서울 중랑구 봉우재로71길 18-0,관광지,쇼핑,39,"망우, 중앙선",694.1792106181147,10.407484417063188
586,127.081,37.5846,서울특별시,중랑구,장안제일시장,서울 중랑구 동일로96길 20-0,관광지,쇼핑,40,"면목, 7호선",724.5191319821364,10.86235580183113
587,127.0731,37.604,서울특별시,중랑구,중화체육공원,서울 중랑구,관광지,문화관광,41,"신이문, 경원선",562.8366656918485,8.438330819967742
588,127.0885,37.6126,서울특별시,중랑구,옹기테마공원,서울 중랑구 신내로21길 116-0,관광지,문화관광,42,"봉화산(서울의료원), 6호선",579.4435207969375,8.687309157375374
589,127.0956,37.5985,서울특별시,중랑구,렛츠런CCC/중랑지점,서울 중랑구 망우로 390-0,관광지,레저스포츠,44,"망우, 중앙선",346.1538879881371,5.189713463090511
590,127.1121,37.6103,서울특별시,중랑구,신내차량기지/야구장,서울 중랑구 용마산로136길 33-0,관광지,문화관광,45,"양원, 중앙선",553.3014683368137,8.295374337883263
591,127.0873,37.5834,서울특별시,중랑구,까치공원,서울 중랑구 사가정로49길 56-0,관광지,문화관광,47,"사가정, 7호선",296.96297796497527,4.452218560194532
592,127.0913,37.5856,서울특별시,중랑구,남촌공원,서울 중랑구,관광지,문화관광,49,"면목, 7호선",470.9423901568582,7.060605549578084
593,127.1133,37.6046,서울특별시,중랑구,극락사,서울 중랑구 망우로91길 100-0,관광지,역사관광,53,"양원, 중앙선",525.2938851981654,7.87547054270113
594,127.0967,37.5913,서울특별시,중랑구,유영상가,서울 중랑구 봉우재로70길 96-0,관광지,쇼핑,54,"면목, 7호선",866.597152445098,12.992461056148395
595,127.084,37.6148,서울특별시,중랑구,법장사,서울 중랑구 숙선옹주로 69-0,관광지,역사관광,55,"화랑대(서울여대입구), 6호선",587.4055470650907,8.806679866043337
596,127.085,37.574,서울특별시,중랑구,중랑구민회관/대극장,서울 중랑구 면목로 238-0,관광지,문화관광,56,"용마산, 7호선",157.51071039914623,2.361479916029179
597,127.08,37.5829,서울특별시,중랑구,늘푸른공원,서울 중랑구,관광지,문화관광,57,"사가정, 7호선",781.2479386773307,11.712862648835543
598,127.0924,37.596,서울특별시,중랑구,경륜경정/중랑지점,서울 중랑구 상봉로 117-0,관광지,레저스포츠,58,"망우, 중앙선",396.38920191796086,5.942866595471677
599,127.0832,37.5899,서울특별시,중랑구,햇살공원,서울 중랑구,관광지,문화관광,60,"면목, 7호선",407.3422987770966,6.107080941185855
600,127.1049,37.5947,서울특별시,중랑구,용마공원,서울 중랑구 망우로70길 118-0,관광지,문화관광,61,"망우, 중앙선",1267.2547476970742,18.999321554678772
601,127.078,37.5846,서울특별시,중랑구,송계공원,서울 중랑구,관광지,문화관광,62,"면목, 7호선",948.428220016186,14.219313643421078
602,127.1129,37.6054,서울특별시,중랑구,나들이마당,서울 중랑구,관광지,문화관광,64,"양원, 중앙선",460.51785892304156,6.904315725982632
603,127.0984,37.598,서울특별시,중랑구,일광사,서울 중랑구 용마산로113길 21-0,관광지,역사관광,65,"망우, 중앙선",598.4714001222435,8.972584709478912
604,127.0775,37.5817,서울특별시,중랑구,중랑천물놀이장,서울 중랑구,관광지,문화관광,66,"사가정, 7호선",973.7987348062301,14.5996811815027
605,127.0753,37.5842,서울특별시,중랑구,중랑천둔치,서울 중랑구,관광지,기타관광,67,"면목, 7호선",1182.324846584994,17.726009693927946
606,127.0885,37.6142,서울특별시,중랑구,신내근린공원물놀이터,서울 중랑구,관광지,문화관광,68,"봉화산(서울의료원), 6호선",427.41944810805603,6.408087677781949
607,127.0762,37.605,서울특별시,중랑구,장미제일시장,서울 중랑구 동일로139다길 40-0,관광지,쇼핑,69,"중화, 7호선",383.9883501580604,5.7569467789814155
608,127.0762,37.6083,서울특별시,중랑구,뛰노리방방/먹골역점,서울 중랑구 중랑역로 167-0,관광지,문화관광,70,"먹골, 7호선",292.249645593503,4.38155390694907
609,127.0763,37.6049,서울특별시,중랑구,중화동제일시장,서울 중랑구 동일로139다길 40-0,관광지,쇼핑,71,"중화, 7호선",369.894094322283,5.545638595536477
610,127.0843,37.5768,서울특별시,중랑구,오거리공원,서울 중랑구,관광지,문화관광,74,"용마산, 7호선",410.3986018131107,6.152902575908706
611,127.0957,37.5893,서울특별시,중랑구,소파어린이공원,서울 중랑구,관광지,문화관광,75,"면목, 7호선",728.3720071793427,10.920120047666307
612,127.092,37.59,서울특별시,중랑구,동원골목시장,서울 중랑구 상봉로 49-0,관광지,쇼핑,77,"면목, 7호선",427.343165904059,6.406944016552608
613,127.1046,37.5912,서울특별시,중랑구,돌산체육공원,서울 중랑구,관광지,문화관광,78,"망우, 중앙선",1454.3116389951974,21.803772698578673
614,127.0833,37.5731,서울특별시,중랑구,샘터공원,서울 중랑구 답십리로81길 35-0,관광지,문화관광,79,"용마산, 7호선",308.76466059165705,4.629155331209251
615,127.0889,37.5874,서울특별시,중랑구,코통령/서울점,서울 중랑구 면목로72길 22-0,관광지,문화관광,81,"면목, 7호선",179.85306767984977,2.6964477913020954
616,127.105,37.5954,서울특별시,중랑구,용마랜드눈썰매장,서울 중랑구 망우로70길 105-0,관광지,레저스포츠,87,"망우, 중앙선",1244.450154454202,18.657423605010525
617,127.0835,37.6061,서울특별시,중랑구,법만사,서울 중랑구 동일로140길 100-0,관광지,역사관광,88,"중화, 7호선",543.6860249895228,8.151214767459113
618,127.0893,37.5811,서울특별시,중랑구,사가정시장,서울 중랑구 면목로44길 16-0,관광지,쇼핑,89,"사가정, 7호선",76.12188607841597,1.141257662345067
619,127.0886,37.6054,서울특별시,중랑구,보현정사,서울 중랑구 봉화산로45길 9-31,관광지,역사관광,90,"망우, 중앙선",712.0057138475995,10.67474833354722
620,127.0731,37.6009,서울특별시,중랑구,중화2동체육공원,서울 중랑구,관광지,문화관광,91,"신이문, 경원선",520.8419921855905,7.808725520023845
621,127.0981,37.5923,서울특별시,중랑구,망우마중마을활력소,서울 중랑구,관광지,문화관광,92,"망우, 중앙선",972.840144997475,14.585309520202024
622,127.0795,37.5844,서울특별시,중랑구,노리퐁당,서울 중랑구 동일로 603-2,관광지,문화관광,93,"면목, 7호선",845.4406919023785,12.675272742164594
623,127.0848,37.583,서울특별시,중랑구,누가바닛츠,서울 중랑구 사가정로43길 41-0,관광지,체험관광,94,"사가정, 7호선",400.22217019741834,6.000332386767891
624,127.0912,37.5729,서울특별시,중랑구,용마인공폭포,서울 중랑구,관광지,자연관광,96,"용마산, 7호선",403.7444322338492,6.053139913550962
625,127.0864,37.6034,서울특별시,중랑구,성덕사,서울 중랑구 봉화산로 109-8,관광지,역사관광,98,"중화, 7호선",637.2417922491834,9.553849958758372
626,127.0805,37.6041,서울특별시,중랑구,중화리공원,서울 중랑구,관광지,문화관광,100,"중화, 7호선",204.20280075779382,3.061511255739038
627,127.1244,37.5388,서울특별시,강동구,현대백화점/천호점,서울 강동구 천호대로 1005-0,관광지,쇼핑,1,"천호(풍납토성), 5호선",98.13085036804839,1.471227141949751
628,127.1559,37.5546,서울특별시,강동구,이마트/명일점,서울 강동구 고덕로 276-0,관광지,쇼핑,2,"고덕, 5호선",160.9164132033652,2.412539928086435
629,127.1422,37.5457,서울특별시,강동구,홈플러스/강동점,서울 강동구 양재대로 1571-0,관광지,쇼핑,3,"굽은다리(강동구민회관앞), 5호선",62.790442639224786,0.9413859466150643
630,127.1256,37.5386,서울특별시,강동구,이마트/천호점,서울 강동구 천호대로 1017-0,관광지,쇼핑,4,"천호(풍납토성), 5호선",202.61533323161885,3.037711142902831
631,127.1216,37.55,서울특별시,강동구,광나루한강공원,서울 강동구 선사로 83-106,관광지,문화관광,5,"암사, 8호선",527.3553414359038,7.906376933072021
632,127.1253,37.5366,서울특별시,강동구,롯데시네마/강동,서울 강동구 천호옛길 85-0,관광지,문화관광,6,"천호(풍납토성), 8호선",246.77417194841857,3.6997626978773397
633,127.1422,37.5457,서울특별시,강동구,CGV/천호,서울 강동구 양재대로 1571-0,관광지,문화관광,7,"굽은다리(강동구민회관앞), 5호선",62.790442639224786,0.9413859466150643
634,127.1259,37.5411,서울특별시,강동구,2001아울렛/천호점,서울 강동구 구천면로 189-0,관광지,쇼핑,8,"천호(풍납토성), 5호선",356.40083114393383,5.343340796760627
635,127.1289,37.5508,서울특별시,강동구,암사종합시장,서울 강동구 상암로11길 25-0,관광지,쇼핑,9,"암사, 8호선",135.15611372019302,2.0263285415321293
636,127.1263,37.5442,서울특별시,강동구,천호공원,서울 강동구 올림픽로 702-0,관광지,문화관광,10,"천호(풍납토성), 5호선",671.3584999621934,10.065344827019391
637,127.1576,37.5512,서울특별시,강동구,강동아트센터,서울 강동구 동남로 870-0,관광지,문화관광,11,"고덕, 5호선",520.7035696616466,7.806650219814792
638,127.1303,37.5606,서울특별시,강동구,서울암사동유적,서울 강동구 올림픽로 875-0,관광지,역사관광,12,"암사, 8호선",1178.2708712186502,17.665230453053226
639,127.1253,37.5284,서울특별시,강동구,메가박스/강동,서울 강동구 성내로 48-0,관광지,문화관광,13,"강동구청, 8호선",475.2043788571626,7.124503431141868
640,127.1274,37.539,서울특별시,강동구,천호로데오거리,서울 강동구,관광지,쇼핑,14,"천호(풍납토성), 5호선",363.8499959736671,5.45502242839081
641,127.1433,37.5379,서울특별시,강동구,길동복조리시장,서울 강동구 천호대로187길 61-0,관광지,쇼핑,15,"길동, 5호선",291.5102384564769,4.3704683426758155
642,127.1546,37.5399,서울특별시,강동구,길동자연생태공원,서울 강동구 천호대로 1291-0,관광지,문화관광,16,"굽은다리(강동구민회관앞), 5호선",1208.666282956507,18.120933777458877
643,127.1536,37.5524,서울특별시,강동구,주양쇼핑,서울 강동구 고덕로62길 55-0,관광지,쇼핑,17,"고덕, 5호선",293.0851702002277,4.394080512747042
644,127.135,37.5279,서울특별시,강동구,둔촌역전통시장,서울 강동구,관광지,쇼핑,18,"둔촌동, 5호선",111.01211929482214,1.6643496146150245
645,127.1318,37.5423,서울특별시,강동구,고분다리전통시장,서울 강동구 구천면로34길 10-0,관광지,쇼핑,20,"강동, 5호선",723.4843545204097,10.846841896857716
646,127.1227,37.5394,서울특별시,강동구,천호문구완구거리,서울 강동구 천호대로 0-0,관광지,쇼핑,23,"천호(풍납토성), 5호선",100.01228769281438,1.4994345980931691
647,127.1311,37.5615,서울특별시,강동구,암사선사유적박물관,서울 강동구 올림픽로 875-0,관광지,문화관광,24,"암사, 8호선",1291.463099715128,19.362265363045395
648,127.1273,37.5382,서울특별시,강동구,나비쇼핑몰,서울 강동구 천호대로157길 14-0,관광지,쇼핑,25,"천호(풍납토성), 5호선",356.177115696671,5.3399867420790255
649,127.1544,37.5373,서울특별시,강동구,허브천문공원,서울 강동구,관광지,문화관광,27,"중앙보훈병원, 9호선(연장)",1029.7342729838556,15.438294947284191
650,127.1447,37.5497,서울특별시,강동구,명일전통시장,서울 강동구 양재대로138길 20-0,관광지,쇼핑,29,"명일, 5호선",195.42700468444377,2.929940100216548
651,127.1209,37.5475,서울특별시,강동구,광나루한강공원/모두의놀이터,서울 강동구,관광지,문화관광,30,"암사, 8호선",661.0916104266895,9.911418447176754
652,127.1303,37.5262,서울특별시,강동구,호원아트홀,서울 강동구 성안로 30-0,관광지,문화관광,32,"둔촌동, 5호선",554.5199949405153,8.313643102556451
653,127.1302,37.5264,서울특별시,강동구,호원아트홀,서울 강동구 성안로 30-0,관광지,문화관광,33,"둔촌동, 5호선",556.3567545377808,8.341180727702861
654,127.1508,37.5321,서울특별시,강동구,일자산자연공원,서울 강동구 동남로 660-0,관광지,문화관광,34,"중앙보훈병원, 9호선(연장)",370.7108407806018,5.55788366987409
